seed,risk_selector_RZ_hat_ms,risk_global_RG_hat_ms,delta_global_ms
7,12.06980798779703,13.18933585815444,1.119527870357409
17,12.085985613538442,13.190365741532517,1.1043801279940748
29,12.076485211164147,13.190742482515962,1.1142572713518142
53,12.079507717383319,13.190559562442502,1.1110518450591833
89,12.074953875411941,13.191414210246895,1.1164603348349544
131,12.08443854909204,13.192208412125783,1.1077698630337434
